,timestamp,open,high,low,close,volume
0,2022-04-25 03:45:00,1.8332,1.8391,1.7775,1.7923,427052
1,2022-04-25 03:30:00,1.8638,1.8656,1.8313,1.8333,233270
2,2022-04-25 03:15:00,1.9134,1.9138,1.8452,1.8638,303557
3,2022-04-25 03:00:00,1.8685,1.9162,1.8647,1.9134,134408
4,2022-04-25 02:45:00,1.9144,1.9178,1.8666,1.8667,158605
5,2022-04-25 02:30:00,1.9264,1.945,1.8828,1.9138,264108
6,2022-04-25 02:15:00,1.8963,1.9787,1.8935,1.9264,698648
7,2022-04-25 02:00:00,1.8511,1.913,1.849,1.897,373591
8,2022-04-25 01:45:00,1.837,1.857,1.8353,1.8499,79554
9,2022-04-25 01:30:00,1.831,1.8371,1.8098,1.837,62214
10,2022-04-25 01:15:00,1.8015,1.8333,1.8001,1.8311,60249
11,2022-04-25 01:00:00,1.819,1.8208,1.7913,1.8001,99744
12,2022-04-25 00:45:00,1.8531,1.8777,1.8112,1.8226,295384
13,2022-04-25 00:30:00,1.7897,1.8601,1.7894,1.8501,128027
14,2022-04-25 00:15:00,1.7906,1.8317,1.779,1.7905,242355
15,2022-04-25 00:00:00,1.823,1.8277,1.782,1.79,142816
16,2022-04-24 23:45:00,1.8466,1.8488,1.814,1.821,210813
17,2022-04-24 23:30:00,1.8656,1.8675,1.8408,1.8455,178585
18,2022-04-24 23:15:00,1.9492,1.9503,1.862,1.8678,355664
19,2022-04-24 23:00:00,1.893,1.9498,1.8859,1.9477,335663
20,2022-04-24 22:45:00,1.9047,1.9173,1.88,1.895,176261
21,2022-04-24 22:30:00,1.9008,1.93,1.876,1.9047,258485
22,2022-04-24 22:15:00,1.8917,1.9193,1.865,1.9039,324832
23,2022-04-24 22:00:00,1.8677,1.955,1.8667,1.8917,986112
24,2022-04-24 21:45:00,1.841,1.869,1.8361,1.8677,153920
25,2022-04-24 21:30:00,1.8208,1.8437,1.819,1.8418,53199
26,2022-04-24 21:15:00,1.8232,1.8264,1.8181,1.8188,24668
